UID,채무 불이행 확률
TEST_0000,0.5262267400407238
TEST_0001,0.4554064330443624
TEST_0002,0.41644540006708125
TEST_0003,0.4323174425236812
TEST_0004,0.47139251214646505
TEST_0005,0.4349349783029713
TEST_0006,0.542644759940128
TEST_0007,0.5152768357732248
TEST_0008,0.46992748528637635
TEST_0009,0.49036337821778886
TEST_0010,0.4621629239184257
TEST_0011,0.4320904822536302
TEST_0012,0.40952892885553854
TEST_0013,0.4510185174912271
TEST_0014,0.47134729128285024
TEST_0015,0.4096340717853283
TEST_0016,0.532891737174524
TEST_0017,0.4228961429882867
TEST_0018,0.37947878190149814
TEST_0019,0.5067429907015022
TEST_0020,0.44254710935837144
TEST_0021,0.4521252807491491
TEST_0022,0.4805703082232222
TEST_0023,0.49559855629544647
TEST_0024,0.43337492990040605
TEST_0025,0.49872244648978853
TEST_0026,0.44704915006060775
TEST_0027,0.4233769751665963
TEST_0028,0.471078950786676
TEST_0029,0.6139774799128902
TEST_0030,0.4890463445442447
TEST_0031,0.42043674490220334
TEST_0032,0.4708011448270468
TEST_0033,0.5174558586204883
TEST_0034,0.4514191298867413
TEST_0035,0.4362219919672622
TEST_0036,0.44911062255558787
TEST_0037,0.45486366850675075
TEST_0038,0.4792306956613377
TEST_0039,0.47987733590433596
TEST_0040,0.4683336574000783
TEST_0041,0.36991783461493466
TEST_0042,0.3445802010697131
TEST_0043,0.44372831372576704
TEST_0044,0.455957032686371
TEST_0045,0.40450264034521366
TEST_0046,0.47938688372959387
TEST_0047,0.40610928826245474
TEST_0048,0.45137369628505075
TEST_0049,0.41751498248331886
TEST_0050,0.49690485346501617
TEST_0051,0.3645733378289876
TEST_0052,0.49464491367864744
TEST_0053,0.44385106590004947
TEST_0054,0.44901117849179994
TEST_0055,0.43060256367546157
TEST_0056,0.3973666322908509
TEST_0057,0.43165724923526627
TEST_0058,0.55578173739576
TEST_0059,0.43538134461682376
TEST_0060,0.36394655102849044
TEST_0061,0.3776470519624402
TEST_0062,0.5136089237556228
TEST_0063,0.4831414147777662
TEST_0064,0.5363744284885312
TEST_0065,0.48020776359473727
TEST_0066,0.5023405269844042
TEST_0067,0.3941985671946128
TEST_0068,0.4624170750201921
TEST_0069,0.4345126181670259
TEST_0070,0.4609533033780991
TEST_0071,0.45514336915396225
TEST_0072,0.3496517556090194
TEST_0073,0.4872433875734481
TEST_0074,0.4893385704176399
TEST_0075,0.5440845578848083
TEST_0076,0.42910034538554126
TEST_0077,0.49509365820758894
TEST_0078,0.41817574743321767
TEST_0079,0.5155693698567814
TEST_0080,0.4129964822728956
TEST_0081,0.5329152510452893
TEST_0082,0.5358697820734867
TEST_0083,0.48331548115398354
TEST_0084,0.4837455910580955
TEST_0085,0.470766880533324
TEST_0086,0.5194326989940922
TEST_0087,0.408726875710491
TEST_0088,0.43627798157301645
TEST_0089,0.45088434233625035
TEST_0090,0.47571706913544964
TEST_0091,0.4411604686259745
TEST_0092,0.48486309989468124
TEST_0093,0.49922831595504846
TEST_0094,0.4151439048472059
TEST_0095,0.4618925137113421
TEST_0096,0.47689039840739555
TEST_0097,0.5275531664948828
TEST_0098,0.5114783387986345
TEST_0099,0.4415770329049576
TEST_0100,0.4864424705071875
TEST_0101,0.3867244648795186
TEST_0102,0.4321511909155079
TEST_0103,0.4151395503035424
TEST_0104,0.5266504154640764
TEST_0105,0.4792127220984311
TEST_0106,0.5054805564795944
TEST_0107,0.4825009658124041
TEST_0108,0.454487381576238
TEST_0109,0.436305054956822
TEST_0110,0.35491186029190913
TEST_0111,0.4718451870133432
TEST_0112,0.4046349870090382
TEST_0113,0.44447536244641106
TEST_0114,0.4801988921706123
TEST_0115,0.39050376146581933
TEST_0116,0.5028408439489106
TEST_0117,0.40106552598300516
TEST_0118,0.4250684613082813
TEST_0119,0.514466199032249
TEST_0120,0.36599251655351145
TEST_0121,0.42125452950309217
TEST_0122,0.43110257339548924
TEST_0123,0.42537792000763647
TEST_0124,0.45241293968879603
TEST_0125,0.42838616162823134
TEST_0126,0.4393438859093028
TEST_0127,0.4288912680680949
TEST_0128,0.43149699800987495
TEST_0129,0.4874806431900513
TEST_0130,0.5042663955135246
TEST_0131,0.4429799298201597
TEST_0132,0.5062182321789678
TEST_0133,0.43388181367150913
TEST_0134,0.4383808236104728
TEST_0135,0.49307226907628365
TEST_0136,0.5473403589879566
TEST_0137,0.5246260850971987
TEST_0138,0.5815486464483874
TEST_0139,0.5755998430220832
TEST_0140,0.5819519190113907
TEST_0141,0.44770944917452615
TEST_0142,0.46944174831198987
TEST_0143,0.41975757345098186
TEST_0144,0.48715137348912646
TEST_0145,0.4652059292348078
TEST_0146,0.47677335195611487
TEST_0147,0.5149253914596253
TEST_0148,0.3748557412464429
TEST_0149,0.48066789155678635
TEST_0150,0.5370091518418897
TEST_0151,0.5254370126150623
TEST_0152,0.4624702518957445
TEST_0153,0.37459901184725003
TEST_0154,0.5425465227933697
TEST_0155,0.43100528239482
TEST_0156,0.5375220000328748
TEST_0157,0.40361510829700903
TEST_0158,0.49647094546787907
TEST_0159,0.46347819116346334
TEST_0160,0.5532071291650886
TEST_0161,0.4291887714773526
TEST_0162,0.43950702655883356
TEST_0163,0.5008343149046125
TEST_0164,0.4605296387224141
TEST_0165,0.38542915761974894
TEST_0166,0.4914178642229441
TEST_0167,0.5171190266039968
TEST_0168,0.4695862667315998
TEST_0169,0.504546105799149
TEST_0170,0.5071446729970127
TEST_0171,0.44028749772208303
TEST_0172,0.44963978430902124
TEST_0173,0.448224126673646
TEST_0174,0.39039360419337876
TEST_0175,0.488234411470931
TEST_0176,0.42623509460863573
TEST_0177,0.5026052193665004
TEST_0178,0.5228325421529054
TEST_0179,0.5027008325578176
TEST_0180,0.42192480735207505
TEST_0181,0.38663036281054053
TEST_0182,0.42868899586677295
TEST_0183,0.36201759779377773
TEST_0184,0.5369370459375401
TEST_0185,0.4865221862417896
TEST_0186,0.4146216859140987
TEST_0187,0.43730318483831154
TEST_0188,0.46966655672660484
TEST_0189,0.4743547992990578
TEST_0190,0.5209852913307351
TEST_0191,0.40553053708012377
TEST_0192,0.4739435866242022
TEST_0193,0.41191188247930427
TEST_0194,0.3833258669106576
TEST_0195,0.43383949236380687
TEST_0196,0.5207823501634353
TEST_0197,0.46627910146943424
TEST_0198,0.37261463307152165
TEST_0199,0.5108752174727866
TEST_0200,0.43575653255068314
TEST_0201,0.5129319857134303
TEST_0202,0.42095716588293125
TEST_0203,0.4278890656728189
TEST_0204,0.4573564635058398
TEST_0205,0.48426950146956066
TEST_0206,0.5624348542222137
TEST_0207,0.42460459007942447
TEST_0208,0.391548053530732
TEST_0209,0.46090065615760206
TEST_0210,0.4722612842704851
TEST_0211,0.5108898394691316
TEST_0212,0.4504375174524583
TEST_0213,0.5086811858098955
TEST_0214,0.4042614692431568
TEST_0215,0.44036855426696364
TEST_0216,0.40004945166782835
TEST_0217,0.5672321805004416
TEST_0218,0.3704532592581677
TEST_0219,0.471254762554554
TEST_0220,0.47915343554408574
TEST_0221,0.4591987758266481
TEST_0222,0.5353828611060946
TEST_0223,0.45101644437315497
TEST_0224,0.41944021047334934
TEST_0225,0.40833988757100637
TEST_0226,0.4625869960566719
TEST_0227,0.5282622651028628
TEST_0228,0.47930086780324954
TEST_0229,0.44941956103458447
TEST_0230,0.4511527576765073
TEST_0231,0.5820470849824437
TEST_0232,0.5113406185921093
TEST_0233,0.4223720245325046
TEST_0234,0.4102654157646333
TEST_0235,0.503071543562872
TEST_0236,0.5060773075798446
TEST_0237,0.520482806433989
TEST_0238,0.4946825657599495
TEST_0239,0.4695732972260033
TEST_0240,0.4695737385406882
TEST_0241,0.40624047238577327
TEST_0242,0.45425673500911373
TEST_0243,0.5057481343940181
TEST_0244,0.45641848184703054
TEST_0245,0.49653845677182784
TEST_0246,0.4522294030005405
TEST_0247,0.6153888165141215
TEST_0248,0.4640253922738836
TEST_0249,0.448808593267856
TEST_0250,0.3825197035674033
TEST_0251,0.45537873882025537
TEST_0252,0.5609500851402659
TEST_0253,0.48096286665957255
TEST_0254,0.4233940362590252
TEST_0255,0.50735483140668
TEST_0256,0.49056746982788585
TEST_0257,0.43812265609484413
TEST_0258,0.4245153569503246
TEST_0259,0.36502625009157397
TEST_0260,0.42555579092565027
TEST_0261,0.5004682851888759
TEST_0262,0.4570752356763981
TEST_0263,0.4641094420704082
TEST_0264,0.5345885878158841
TEST_0265,0.4717370155729646
TEST_0266,0.44435821261258673
TEST_0267,0.40833409258732756
TEST_0268,0.46641838239247374
TEST_0269,0.48441535967927785
TEST_0270,0.4385263884332202
TEST_0271,0.4788851108042428
TEST_0272,0.43290430192623763
TEST_0273,0.5010323271729388
TEST_0274,0.4124830370566936
TEST_0275,0.4835869454307117
TEST_0276,0.4322671091483554
TEST_0277,0.40226540536350397
TEST_0278,0.4586249073334907
TEST_0279,0.49999013471055676
TEST_0280,0.41700525341112465
TEST_0281,0.44368723214352784
TEST_0282,0.35124887289359047
TEST_0283,0.4741834117107112
TEST_0284,0.3861553071075274
TEST_0285,0.52292183790567
TEST_0286,0.39548724770875254
TEST_0287,0.48400077218165893
TEST_0288,0.4532662696339189
TEST_0289,0.4198883998934668
TEST_0290,0.45905884803561614
TEST_0291,0.42413903109586015
TEST_0292,0.41994725118120185
TEST_0293,0.419606337156703
TEST_0294,0.4872171348534212
TEST_0295,0.49598576118054394
TEST_0296,0.3805404904356966
TEST_0297,0.4014733090294682
TEST_0298,0.5046608451062693
TEST_0299,0.41338421060465785
TEST_0300,0.4058688499741096
TEST_0301,0.4685427978437271
TEST_0302,0.47195985727274437
TEST_0303,0.4549097156352618
TEST_0304,0.5260445535256006
TEST_0305,0.49080366963912936
TEST_0306,0.5056428956551143
TEST_0307,0.5800771365285068
TEST_0308,0.5298026145920213
TEST_0309,0.4232048287020641
TEST_0310,0.41255128130840735
TEST_0311,0.49636913283626377
TEST_0312,0.45768804289664355
TEST_0313,0.44209884558418777
TEST_0314,0.4238385292203146
TEST_0315,0.49974079730296556
TEST_0316,0.428156846008971
TEST_0317,0.5544726733823709
TEST_0318,0.4769217642287063
TEST_0319,0.5335470126309455
